DateTime,ZN,ZB
2022-01-14 11:00:00,128.296875,155.5625
2022-01-14 11:30:00,128.171875,155.40625
2022-01-14 12:00:00,128.265625,155.53125
2022-01-14 13:30:00,128.203125,155.3125
2022-01-14 14:00:00,128.125,155.1875
2022-01-14 15:00:00,128.0625,154.96875
2022-01-14 15:30:00,128.078125,155.09375
2022-01-16 17:00:00,127.96875,154.90625
2022-01-16 17:30:00,127.84375,154.78125
2022-01-16 18:30:00,127.765625,154.5
2022-01-16 19:00:00,127.703125,154.40625
2022-01-16 19:30:00,127.734375,154.3125
2022-01-16 20:30:00,127.734375,154.25
2022-01-16 22:00:00,127.703125,154.15625
2022-01-16 22:30:00,127.75,154.1875
2022-01-16 23:30:00,127.796875,154.25
2022-01-17 00:30:00,127.8125,154.34375
2022-01-17 01:00:00,127.828125,154.4375
2022-01-17 01:30:00,127.859375,154.46875
2022-01-17 02:00:00,127.875,154.625
2022-01-17 03:00:00,127.84375,154.5625
2022-01-17 03:30:00,127.78125,154.46875
2022-01-17 04:30:00,127.78125,154.4375
2022-01-17 05:30:00,127.8125,154.53125
2022-01-17 06:00:00,127.828125,154.65625
2022-01-17 06:30:00,127.8125,154.59375
2022-01-17 07:00:00,127.828125,154.625
2022-01-17 07:30:00,127.8125,154.5625
2022-01-17 08:00:00,127.796875,154.53125
2022-01-17 08:30:00,127.765625,154.46875
2022-01-17 09:30:00,127.765625,154.4375
2022-01-17 10:00:00,127.796875,154.5
2022-01-17 10:30:00,127.828125,154.5625
2022-01-17 11:00:00,127.796875,154.46875
2022-01-17 17:30:00,127.875,154.6875
2022-01-17 19:00:00,127.75,154.46875
2022-01-17 20:30:00,127.75,154.40625
2022-01-17 21:00:00,127.640625,154.25
2022-01-17 21:30:00,127.515625,153.96875
2022-01-17 22:00:00,127.5625,154.03125
2022-01-17 22:30:00,127.625,154.25
2022-01-17 23:00:00,127.59375,154.1875
2022-01-18 00:00:00,127.546875,154.15625
2022-01-18 00:30:00,127.65625,154.34375
2022-01-18 01:30:00,127.703125,154.375
2022-01-18 02:00:00,127.640625,154.34375
2022-01-18 02:30:00,127.625,154.4375
2022-01-18 03:00:00,127.578125,154.375
2022-01-18 03:30:00,127.625,154.5
2022-01-18 04:00:00,127.671875,154.6875
2022-01-18 04:30:00,127.6875,154.8125
2022-01-18 05:00:00,127.703125,154.6875
2022-01-18 05:30:00,127.765625,154.71875
2022-01-18 06:00:00,127.75,154.6875
2022-01-18 06:30:00,127.796875,154.78125
2022-01-18 07:00:00,127.6875,154.53125
2022-01-18 08:30:00,127.65625,154.375
2022-01-18 09:00:00,127.53125,154.0
2022-01-18 10:00:00,127.515625,154.0625
2022-01-18 10:30:00,127.578125,154.15625
2022-01-18 11:00:00,127.4375,153.9375
2022-01-18 11:30:00,127.40625,153.84375
2022-01-18 12:00:00,127.390625,153.8125
2022-01-18 12:30:00,127.46875,153.875
2022-01-18 13:00:00,127.5,154.0
2022-01-18 13:30:00,127.359375,153.625
2022-01-18 14:00:00,127.40625,153.8125
2022-01-18 14:30:00,127.3125,153.65625
2022-01-18 15:00:00,127.28125,153.625
2022-01-18 15:30:00,127.296875,153.6875
2022-01-18 17:00:00,127.3125,153.71875
2022-01-18 18:00:00,127.203125,153.53125
2022-01-18 18:30:00,127.28125,153.65625
2022-01-18 19:00:00,127.171875,153.46875
2022-01-18 19:30:00,127.234375,153.59375
2022-01-18 20:30:00,127.140625,153.5
2022-01-18 21:00:00,127.171875,153.59375
2022-01-18 22:00:00,127.203125,153.5625
2022-01-18 22:30:00,127.21875,153.65625
2022-01-18 23:00:00,127.234375,153.6875
2022-01-19 00:00:00,127.296875,153.78125
2022-01-19 00:30:00,127.234375,153.71875
2022-01-19 02:00:00,127.109375,153.34375
2022-01-19 02:30:00,127.171875,153.4375
2022-01-19 03:00:00,127.140625,153.375
2022-01-19 03:30:00,127.203125,153.46875
2022-01-19 04:30:00,127.25,153.5
2022-01-19 05:30:00,127.21875,153.5
2022-01-19 06:00:00,127.265625,153.59375
2022-01-19 07:00:00,127.421875,153.8125
2022-01-19 08:00:00,127.484375,153.84375
2022-01-19 08:30:00,127.53125,153.90625
2022-01-19 09:00:00,127.609375,153.96875
2022-01-19 09:30:00,127.546875,154.03125
2022-01-19 10:00:00,127.640625,154.21875
2022-01-19 10:30:00,127.609375,154.09375
2022-01-19 11:00:00,127.671875,154.25
2022-01-19 11:30:00,127.625,154.21875
2022-01-19 12:00:00,127.71875,154.5
2022-01-19 13:30:00,127.6875,154.59375
2022-01-19 14:00:00,127.640625,154.46875
2022-01-19 14:30:00,127.5625,154.1875
2022-01-19 15:00:00,127.46875,154.03125
2022-01-19 15:30:00,127.375,153.84375
2022-01-19 17:00:00,127.421875,153.9375
2022-01-19 18:30:00,127.515625,154.1875
2022-01-19 19:00:00,127.609375,154.34375
2022-01-19 19:30:00,127.578125,154.28125
